rowid,loan_range,business_name,address,city,state,zip,naics_code,naics_desc,business_type,race_ethnicity,gender,veteran,non_profit,jobs_reported,date_approved,lender,min_value,max_value
4137,"d $350,000-1 million",SPICKLER NGW LLC,3320 W Cheryl Dr Ste B116,PHOENIX,AZ,85051,722511,Full-Service Restaurants,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,164,2020-04-08,Southwest National Bank,350000,1000000
4138,"d $350,000-1 million",SPINE INSTITUTE OF ARIZONA. P C,9735 NORTH 90TH PLACE,SCOTTSDALE,AZ,85258,621111,Offices of Physicians (except Mental Health Specialists),Subchapter S Corporation,Unanswered,Male Owned,Veteran,,39,2020-04-15,MidFirst Bank,350000,1000000
4139,"d $350,000-1 million",SPIRIT MOUNTAIN CASINO,8555 S HWY 95,HARTNEY,AZ,86440,713120,Amusement Arcades,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,2020-04-30,BBVA USA,350000,1000000
4140,"d $350,000-1 million",SPOKANE EQUITIES LP,7373 E Doubletree Ranch Rd #105,SCOTTSDALE,AZ,85258,721110,Hotels (except Casino Hotels) and Motels,Limited Liability Partnership,White,Unanswered,Unanswered,,198,2020-04-11,Alaska USA FCU,350000,1000000
4141,"d $350,000-1 million","SPORTEX APPAREL OF ARIZONA, INC.",2020 West 4TH ST,TEMPE,AZ,85281,315210,Cut and Sew Apparel Contractors,Corporation,Unanswered,Unanswered,Unanswered,,142,2020-04-12,Comerica Bank,350000,1000000
4142,"d $350,000-1 million",SPORTIQE LLC,1505 W. UNIVERSITY DR Ste 104,TEMPE,AZ,85281,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,2020-04-05,BBVA USA,350000,1000000
4143,"d $350,000-1 million",SPORTS VENTURES INC.,160 E CORPORATE PLACE,CHANDLER,AZ,85225,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,154,2020-04-07,BBVA USA,350000,1000000
4144,"d $350,000-1 million","SPORTSMANS CONCRETE, INC.",740 E 38th Ave,APACHE JUNCTION,AZ,85119,238110,Poured Concrete Foundation and Structure Contractors,Corporation,White,Male Owned,Non-Veteran,,139,2020-04-13,"BOKF, National Association",350000,1000000
4145,"d $350,000-1 million",SPRAY SYSTEMS OF ARIZONA INC,2202 W MEDTRONIC WAY 108,TEMPE,AZ,85281,562910,Remediation Services,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,100,2020-05-03,"JPMorgan Chase Bank, National Association",350000,1000000
4146,"d $350,000-1 million",SPRING RIDGE ACADEMY,13690 South Burton Road,MAYER,AZ,86333,611110,Elementary and Secondary Schools,Corporation,Unanswered,Female Owned,Non-Veteran,,74,2020-04-29,Cross River Bank,350000,1000000
4147,"d $350,000-1 million",SPS+ ARCHITECTS LLP,8681 E VIA DE NEGOCIO,SCOTTSDALE,AZ,85258,541310,Architectural Services,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,44,2020-04-15,"JPMorgan Chase Bank, National Association",350000,1000000
4148,"d $350,000-1 million",SQUABBLE LLC,20 THOMAS RD E,PHOENIX,AZ,85012,541613,Marketing Consulting Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,2020-05-15,"U.S. Bank, National Association",350000,1000000
4149,"d $350,000-1 million",SR PHILADELPHIA LLC,9616 East AW Tillinghast Road,SCOTTSDALE,AZ,85262,721110,Hotels (except Casino Hotels) and Motels,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,2020-04-05,Stearns Bank National Association,350000,1000000
4150,"d $350,000-1 million",SR STAFFING SERVICE LLC,14605 North 73rd Street,SCOTTSDALE,AZ,85260,561330,Professional Employer Organizations,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,90,2020-04-27,American Bank,350000,1000000
4151,"d $350,000-1 million",SRCV-HAVEN LLC,2645 E Thomas Rd,PHOENIX,AZ,85016,623110,Nursing Care Facilities (Skilled Nursing Facilities),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,99,2020-04-14,"Zions Bank, A Division of",350000,1000000
4152,"d $350,000-1 million",SS SIMON & JUDE ROMAN CATHOLIC CATHEDRAL PHOENIX,6351 N 27th AVE,PHOENIX,AZ,85017,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,64,2020-04-27,Notre Dame FCU,350000,1000000
4153,"d $350,000-1 million",SSSONG INVESTMENT CORP.,2702 S Alvernon Way,TUCSON,AZ,85713,523910,Miscellaneous Intermediation,Corporation,Unanswered,Unanswered,Unanswered,,23,2020-04-11,Cross River Bank,350000,1000000
4154,"d $350,000-1 million",ST AUGUSTINE CATHOLIC HIGH SCHOOL,8800 East 22ND ST,TUCSON,AZ,85710,611110,Elementary and Secondary Schools,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,38,2020-04-15,Vantage West CU,350000,1000000
4155,"d $350,000-1 million",ST GABRIEL THE ARCHANGEL ROMAN CATHOLIC CHURCH CAVE CREEK,36248 N Cave Creek Rd,CAVE CREEK,AZ,85331,813110,Religious Organizations,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,39,2020-04-16,Notre Dame FCU,350000,1000000
4156,"d $350,000-1 million",ST MARY'S ROMAN CATHOLIC HIGH SCHOOL,2525 N Third St,PHOENIX,AZ,85004,813110,Religious Organizations,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,70,2020-04-16,Notre Dame FCU,350000,1000000
4157,"d $350,000-1 million",ST PATRICK ROMAN CATHOLIC CHURCH SCOTTSDALE,10815 N 84th St,SCOTTSDALE,AZ,85260,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,31,2020-04-08,Notre Dame FCU,350000,1000000
4158,"d $350,000-1 million",ST THERESA ROMAN CATHOLIC PARISH,5045 E Thomas Rd,PHOENIX,AZ,85018,813110,Religious Organizations,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,57,2020-04-16,Notre Dame FCU,350000,1000000
4159,"d $350,000-1 million",ST THOMAS AQUINAS PARISH AVONDALE,13720 W THOMAS RD,AVONDALE,AZ,85392,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,64,2020-04-08,Notre Dame FCU,350000,1000000
4160,"d $350,000-1 million",ST THOMAS THE APOLSTILE ROMAN CATHOLIC PARISH PHOENIX,2312 E CAMPBELL AVE,PHOENIX,AZ,85016,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,105,2020-04-10,Notre Dame FCU,350000,1000000
4161,"d $350,000-1 million",ST TIMOTHY ROMAN CATHOLIC PARISH MESA,1730 W Guadalupe Rd,MESA,AZ,85202,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,86,2020-04-08,Notre Dame FCU,350000,1000000
4162,"d $350,000-1 million",ST VINCENT DE PAUL ROMAN CATHOLIC PARISH,3130 N 51st Ave,PHOENIX,AZ,85031,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,63,2020-04-28,"Harvest Small Business Finance, LLC",350000,1000000
4163,"d $350,000-1 million",ST. FRANCIS XAVIER ROMAN CATHOLIC PARISH,4715 N. Central Avenue,PHOENIX,AZ,85012,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,73,2020-04-27,Notre Dame FCU,350000,1000000
4164,"d $350,000-1 million",ST. JOHN VIANNEY ROMAN CATHOLIC PARISH GOODYEAR,539 E. LA PASADA BLVD,GOODYEAR,AZ,85338,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,60,2020-04-10,Notre Dame FCU,350000,1000000
4165,"d $350,000-1 million",STA TRAVEL INC,20 E UNIVERSITY DR STE 201,TEMPE,AZ,85281,561510,Travel Agencies,Corporation,Unanswered,Unanswered,Unanswered,,53,2020-04-28,"HSBC Bank USA, National Association",350000,1000000
4166,"d $350,000-1 million","STAFFING SPECIALISTS NV, LLC",4205 N 7TH AVE #204,PHOENIX,AZ,85013,561499,All Other Business Support Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65,2020-04-12,"Washington Federal Bank, National Association",350000,1000000
4167,"d $350,000-1 million","STAFFORD CRANE GROUP, LLC",3620 S. 40th Street,PHOENIX,AZ,85040,333249,Other Industrial Machinery Manufacturing,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,2020-04-10,Horizon Community Bank,350000,1000000
4168,"d $350,000-1 million",STAN GREER CARPENTRY CONTRACTOR INC. AN ARIZONA CORPORATION,5930 S Highway 92,HEREFORD,AZ,85615,238350,Finish Carpentry Contractors,Subchapter S Corporation,White,Female Owned,Non-Veteran,,62,2020-04-15,Seacoast Commerce Bank,350000,1000000
4169,"d $350,000-1 million","STANDARD CONSTRUCTION COMPANY, INC.",810 E Western Avenue,AVONDALE,AZ,85323,236220,Commercial and Institutional Building Construction,Corporation,Unanswered,Unanswered,Unanswered,,48,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
4170,"d $350,000-1 million",STANDARD ECO LLC,2125 S 48TH ST SUITE 103,TEMPE,AZ,85282,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,2020-05-03,BMO Harris Bank National Association,350000,1000000
4171,"d $350,000-1 million","STANDARD EQUIPMENT CAPITAL, INC.",1200 W. San Pedro St.,GILBERT,AZ,85233,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Corporation,Unanswered,Unanswered,Unanswered,,24,2020-04-09,"Zions Bank, A Division of",350000,1000000
4172,"d $350,000-1 million","STAR OF INDIA FASHIONS, INC",1038 West Southern Avenue,TEMPE,AZ,85282,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",Corporation,Unanswered,Unanswered,Unanswered,,97,2020-04-07,"Zions Bank, A Division of",350000,1000000
4173,"d $350,000-1 million",STAR PLASTERING INC,2005 PARKSIDE LN,PHOENIX,AZ,85027,238310,Drywall and Insulation Contractors,Corporation,Unanswered,Unanswered,Unanswered,,65,2020-04-12,"BOKF, National Association",350000,1000000
4174,"d $350,000-1 million","STAR ROOFING, INC.",9201 N 9TH AVE,PHOENIX,AZ,85021,238160,Roofing Contractors,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,79,2020-04-09,BMO Harris Bank National Association,350000,1000000
4175,"d $350,000-1 million",STARA TECHNOLOGIES CORPORATION,1620 W Sunrise Blvd,GILBERT,AZ,85233,541330,Engineering Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,60,2020-04-29,"Bank of America, National Association",350000,1000000
4176,"d $350,000-1 million",STARBOARD FINANCIAL MANAGEMENT LLC,4145 E BASELINE RD,GILBERT,AZ,85234,522310,Mortgage and Nonmortgage Loan Brokers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-04-09,Bankers Trust Company,350000,1000000
4177,"d $350,000-1 million",STARFIRE INVESTORS LIMITED PARTNERSHIP,11500 N. Hayden Rd.,SCOTTSDALE,AZ,85260,713910,Golf Courses and Country Clubs,Limited Liability Partnership,White,Male Owned,Non-Veteran,,67,2020-04-13,Desert Financial FCU d/b/a Desert Financial CU,350000,1000000
4178,"d $350,000-1 million","STARLING, MADISON, LOFQUIST, INC.",5224 S 39TH ST,PHOENIX,AZ,85040,541330,Engineering Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,2020-05-01,"JPMorgan Chase Bank, National Association",350000,1000000
4179,"d $350,000-1 million","STARS MARKETING SERVICE, INC.","2036 N GILBERT RD, #2-292",MESA,AZ,85203,541613,Marketing Consulting Services,Corporation,Unanswered,Unanswered,Unanswered,,42,2020-04-10,"BOKF, National Association",350000,1000000
4180,"d $350,000-1 million","STARWOOD CUSTOM HOMES, LLC",2350 E. German Rd Suite 25,CHANDLER,AZ,85286,236118,Residential Remodelers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,2020-04-03,First International Bank & Trust,350000,1000000
4181,"d $350,000-1 million",STATE SEAL COMPANY,7001 W ERIE ST STE 102,CHANDLER,AZ,85226,423840,Industrial Supplies Merchant Wholesalers,Corporation,Unanswered,Unanswered,Unanswered,,82,2020-04-07,"BOKF, National Association",350000,1000000
4182,"d $350,000-1 million","STATEWIDE TOWING & TRANSPORT, L.L.C.",4725 S CONTRACTORS WAY,TUCSON,AZ,85714,488410,Motor Vehicle Towing,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,28,2020-04-12,Pacific Premier Bank,350000,1000000
4183,"d $350,000-1 million","STEEL IMAGE, LLC",945 S Hohokam Dr,TEMPE,AZ,85281,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,30,2020-04-15,Bank of Colorado,350000,1000000
4184,"d $350,000-1 million","STEEL SHIELD DOORS AND MORE, LLC",1725 W WILLIAMS DR STE E-54,PHOENIX,AZ,85027,236220,Commercial and Institutional Building Construction,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,2020-04-11,BBVA USA,350000,1000000
4185,"d $350,000-1 million",STEFFEY EXCAVATING CO,10433 W  Mariposa Grande,PEORIA,AZ,85383,237110,Water and Sewer Line and Related Structures Construction,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,33,2020-04-28,MidFirst Bank,350000,1000000
4186,"d $350,000-1 million","STEPHEN CHECKLEY ENTERPRISES, INC",2802 W. Northern Ave,PHOENIX,AZ,85051,561720,Janitorial Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,159,2020-04-09,MidFirst Bank,350000,1000000
4187,"d $350,000-1 million",STERLING AND WILSON SOLAR SOLUTIONS INC,7025 N SCOTTSDALE RD,PARADISE VALLEY,AZ,85253,236210,Industrial Building Construction,Corporation,Unanswered,Unanswered,Unanswered,,26,2020-04-29,"HSBC Bank USA, National Association",350000,1000000
4188,"d $350,000-1 million",STIG INVESTMENTS INC,"20000 MARICOPA RD, Gate 3",CHANDLER,AZ,85226,611699,All Other Miscellaneous Schools and Instruction,Corporation,Unanswered,Unanswered,Unanswered,,34,2020-05-05,Commerce Bank,350000,1000000
4189,"d $350,000-1 million",STIG LLC,3227 W LISBON LN,PHOENIX,AZ,85053,484121,"General Freight Trucking, Long-Distance, Truckload",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,2020-05-19,Cross River Bank,350000,1000000
4190,"d $350,000-1 million",STONE AND STEEL SYSTEMS LLC,2250 W Broadway Road,MESA,AZ,85202,332913,Plumbing Fixture Fitting and Trim Manufacturing,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,2020-04-06,"Wintrust Bank, National Association",350000,1000000
4191,"d $350,000-1 million",STONE CANYON BUFFALO GOLF LLC,7077 E Marilyn Rd Ste 142 Bldg 5,SCOTTSDALE,AZ,85254,713910,Golf Courses and Country Clubs,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,81,2020-04-14,Stearns Bank National Association,350000,1000000
4192,"d $350,000-1 million","STONE CREEK, INC.",200 S KYRNE RD,CHANDLER,AZ,85226,337122,Nonupholstered Wood Household Furniture Manufacturing,Corporation,Unanswered,Unanswered,Non-Veteran,,61,2020-04-04,"JPMorgan Chase Bank, National Association",350000,1000000
4193,"d $350,000-1 million","STONE FINISH, LLC","4638 E Virginia Street, Suite 102",MESA,AZ,85215,238340,Tile and Terrazzo Contractors,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,34,2020-04-14,Desert Financial FCU d/b/a Desert Financial CU,350000,1000000
4194,"d $350,000-1 million",STONE RIDGE GROUP LLC,2753 E BROADWAY RD STE 101-480,MESA,AZ,85204,812990,All Other Personal Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,151,2020-07-20,"Bank of America, National Association",350000,1000000
4195,"d $350,000-1 million","STONEWORKS, ETC., L.L.C. DBA ABBOTT GRANITE",4210 S 36TH ST,PHOENIX,AZ,85040,238340,Tile and Terrazzo Contractors,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,31,2020-04-10,"JPMorgan Chase Bank, National Association",350000,1000000
4196,"d $350,000-1 million","STP PERFORMANCE COATING, LLC",1131 W. WATKINS ST,PHOENIX,AZ,85007,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,81,2020-04-13,"BOKF, National Association",350000,1000000
4197,"d $350,000-1 million",STRAIGHTLINE BUILDERS INC,1254 W. UNIVERSITY AVE,FLAGSTAFF,AZ,86001,236117,New Housing For-Sale Builders,Corporation,White,Male Owned,Non-Veteran,,15,2020-04-06,Glacier Bank,350000,1000000
4198,"d $350,000-1 million",STRATEGIC ARMORY CORPS LLC,23606 N 19th Ave Ste 10,PHOENIX,AZ,85085,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,2020-05-03,"Bank of America, National Association",350000,1000000
4199,"d $350,000-1 million",STRATTON SUPERIOR BUILDERS LLC,2918 S Alma School Rd,MESA,AZ,85210,238990,All Other Specialty Trade Contractors,Corporation,Unanswered,Male Owned,Non-Veteran,,32,2020-04-10,"Zions Bank, A Division of",350000,1000000
4200,"d $350,000-1 million",STREAM LOGISTICS LLC,6220 E Thomas Rd Ste 200,SCOTTSDALE,AZ,85251,484121,"General Freight Trucking, Long-Distance, Truckload",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,2020-04-07,MidFirst Bank,350000,1000000
4201,"d $350,000-1 million","STRICKBINE PUBLISHING, INC.",1620 W Fountainhead Parkway #219,TEMPE,AZ,85282,511110,Newspaper Publishers,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,2020-04-07,Western Alliance Bank,350000,1000000
4202,"d $350,000-1 million","STRONGBUILT PLUMBING & AIR, LLC",5450 N Camino De La Tierra,TUCSON,AZ,85705,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,2020-04-29,"JPMorgan Chase Bank, National Association",350000,1000000
4203,"d $350,000-1 million","STRUCK LOVE BOJANOWSKI & ACEDO, PLC",3100 W RAY RD,CHANDLER,AZ,85226,541110,Offices of Lawyers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,2020-04-08,Bell Bank,350000,1000000
4204,"d $350,000-1 million",STUART-LIPPMAN AND ASSOCIATES INC.,5447 East 5th Street #110,TUCSON,AZ,85711,561440,Collection Agencies,Corporation,White,Male Owned,Non-Veteran,,71,2020-04-27,Pacific Premier Bank,350000,1000000
4205,"d $350,000-1 million",STUBBS INC.,13850 North Cave Creek Road,PHOENIX,AZ,85022,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,53,2020-04-07,"Zions Bank, A Division of",350000,1000000
4206,"d $350,000-1 million",STUCCO SYSTEMS LLC,7574 W VOGEL AVE,PEORIA,AZ,85345,236118,Residential Remodelers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,48,2020-06-05,"JPMorgan Chase Bank, National Association",350000,1000000
4207,"d $350,000-1 million",SUAREZ BROKERAGE COMPANY INC,1485 N Mariposa Ranch Road,NOGALES,AZ,85621,488510,Freight Transportation Arrangement,Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-28,Great Western Bank,350000,1000000
4208,"d $350,000-1 million","SUB WEST, LLC",13090 N Autoshow Ave 0.0,SURPRISE,AZ,85388,441110,New Car Dealers,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,43,2020-04-09,"JPMorgan Chase Bank, National Association",350000,1000000
4209,"d $350,000-1 million",SUBTIER STAFFING,4205 N 7TH AVE,PHOENIX,AZ,85013,561311,Employment Placement Agencies,Corporation,Unanswered,Unanswered,Unanswered,,,2020-05-03,"Wells Fargo Bank, National Association",350000,1000000
4210,"d $350,000-1 million",SULLIVAN INVESTMENT CORPORATION,550 S Country Club Dr,MESA,AZ,85210,541990,"All Other Professional, Scientific, and Technical Services",Corporation,Unanswered,Unanswered,Unanswered,,67,2020-04-29,Mechanics Bank,350000,1000000
4211,"d $350,000-1 million",SULLIVAN MOTOR COMPANY INC,1515 BROADWAY RD W,MESA,AZ,85202,441120,Used Car Dealers,Corporation,Unanswered,Unanswered,Unanswered,,48,2020-04-14,"U.S. Bank, National Association",350000,1000000
4212,"d $350,000-1 million","SUMIR MATHUR,D.M.D.,PLC",3017 E Indigo St,MESA,AZ,85213,621210,Offices of Dentists,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,47,2020-04-12,KeyBank National Association,350000,1000000
4213,"d $350,000-1 million","SUMMIT ADMINISTRATION SERVICES, INC.",14646 N Kierland Blvd Ste #200 PO Box 25160,SCOTTSDALE,AZ,85255,524292,Third Party Administration of Insurance and Pension Funds,Corporation,Unanswered,Unanswered,Unanswered,,35,2020-04-10,BMO Harris Bank National Association,350000,1000000
