combined_type	seqnos	calltype	responsible_company	responsible_org_type	responsible_city	responsible_state	responsible_zip	source	date_received	date_complete	description_of_incident	type_of_incident	incident_cause	incident_dtg	incident_location	location_address	location_street1	location_nearest_city	location_state	location_county	location_zip	potential_flag	distance_from_location	incident_date	incident_time	has_lat_long	fire_involved	any_evacuations	any_injuries	number_injured	any_fatalities	number_fatalities	any_damages	air_corridor_closed	waterway_closed	road_closed	media_interest	medium_desc	body_of_water	release_secured	desc_remedial_action	weather_conditions	water_supply_contaminated	additional_info	state_agency_notified	federal_agency_notified	az_incident
ALL TABLES	771334	INC	LEAL'S GARAGE	UNKNOWN	PHOENIX	AZ		TELEPHONE	2005-09-02	2005-09-02	CALLER STATED A CAR REPAIR FACILITY IS USING A COMPRESSOR AND REFRIGERANT 134A IN THE GARAGE.	FIXED	UNKNOWN	OCCURRED		3023 N 16 TH STREET		PHOENIX	AZ	MARICOPA				2005-09-02	12:00:00	N	N	N	N		N		N	N	N	N	NONE	AIR		U	NO ACTIONS TAKEN AT THIS TIME.	UNKNOWN	U	NO ADDITIONAL INFORMATION.	NONE	NONE	Y
ALL TABLES	771608	INC	PHELPS DODGE SIERRITA INC	PRIVATE ENTERPRISE	GREEN VALLEY	AZ	85622	TELEPHONE	2005-09-06	2005-09-06	THE CALLER STATED THAT AN ELECTROLYTE LINE SPLIT AND CAUSED A RELEASE.	PIPELINE	EQUIPMENT FAILURE	OCCURRED		6200 WEST DUVAL MINE RD		GREEN VALLEY	AZ	PIMA	85622			2005-09-06	09:30:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	THE SPILL WAS CONTAINED IN A POND AREA.	PARTLY CLOUDY	U	THE CALLER WILL NOTIFY: ADEQ			Y
ALL TABLES	771777	INC	CALIFORNIA GAS TRANSPORT INC.	UNKNOWN	EL PASO	TX	79925	TELEPHONE	2005-09-08	2005-09-08	CALLER STATED THERE WAS A RELEASE OF MATERIALS FROM A TRACTOR TRAILER DUE TO UNKNOWN CAUSES.	MOBILE	UNKNOWN	OCCURRED		US 60 MILEPOST 315			AZ	GILA				2005-09-08	01:00:00	N	N	N	N		Y	1	N	N	N	Y	NONE	WATER	THE CORIZZO CREEK	N	NO ACTIONS TAKEN YET.	UNKNOWN	U	CALLER DIDN'T HAVE MUCH INFORMATION AT THE TIME OF REPORTING THIS INFORMATION.	AZ DOT AZ DPS SHOW LOW FIRE DEPT.	NONE	Y
ALL TABLES	771817	INC		UNKNOWN		XX		TELEPHONE	2005-09-08	2005-09-08	REPORTING A TRESPASSER FATALITY INVOLVED WITH A FREIGHT TRAIN.	RAILROAD NON-RELEASE	OTHER	OCCURRED	MILEPOST 516.47			KINGMAN	AZ	MOHAVE		N		2005-09-01	09:55:00	N	N	N	N		Y	1	N	N	N	N	NONE	RAIL REPORT (N/A)		Y	LOCAL AUTHORITIES ARRIVED ON SCENE	CLEAR	U	NO ADDITIONAL INFORMATION.	LOCAL AUTHORITIES		Y
ALL TABLES	772156	INC	OCOTILLO WASTE WATER PLANT	PRIVATE ENTERPRISE	CHANDLER AZ	AZ		TELEPHONE	2005-09-12	2005-09-12	CALLER REPORTING A WASTE WATER SPILL CAUSED BY SHUT DOWN PUMPS AT THE WASTE WATER PLANT. SPILL IS GOING INTO A AZ DOT DRAIN. DRAIN MAY LEAD TO GILA DRAIN WHICH GOES TO GILA RIVER.	FIXED	UNKNOWN	DISCOVERED	PRICE RD / NORTH OF 202 FRWY / SOUTH FRYE RD / EAST OF 101 FRWY				AZ	MARICOPA				2005-09-12	00:00:00	N	N	N	N		N		N	N	N	N	NONE	WATER	AZ DOT DRAIN	N	TRYING TO GET PUMPS ON LINE	UNKNOWN	U	CALLER WILL MAKE FURTHER NOTIFICATIONS	NONE	NONE	Y
ALL TABLES	772513	INC	UNION PACIFIC RAILROAD	PRIVATE ENTERPRISE	OMAHA	NE	68179	TELEPHONE	2005-09-14	2005-09-14	THE MATERIAL RELEASED FROM A TANK CAR DUE TO UNKNOWN CAUSES AT THIS TIME.	RAILROAD	UNKNOWN	OCCURRED	MILEPOST 1040.1			RIO RICO	AZ	SANTA CRUZ				2005-09-14	06:04:00	N	N	N	N		N		N	N	N	N	NONE	OTHER		Y	CLEAN UP CREW ON-SITE	SUNNY	U	NO ADDITIONAL INFORMATION.	STATE AGENCY		Y
ALL TABLES	772791	INC	UNION PACIFIC RAILROAD	PRIVATE ENTERPRISE	OMAHA	NE	68179	TELEPHONE	2005-09-16	2005-09-16	FIVE RAIL CARS CARRYING AUTOMOBILES DERAILED UPRIGHT ON THE MAIN LINE.	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	UNION PACIFIC RAILROAD			PICACHO	AZ	PINAL		N		2005-09-16	20:26:00	N	N	N	N		N		N	N	N	N	NONE	RAIL REPORT (N/A)		U	RERAILING EQUIPMENT IS EN ROUTE	UNKNOWN	U	PASSENGER TRAIN SERVICE HAS BEEN INTERUPTED FOR AN UNKNOWN AMOUNT OF TIME.			Y
ALL TABLES	773168	INC		UNKNOWN		XX		TELEPHONE	2005-09-21	2005-09-21	CALLER REPORTED THAT A TRESPASSER WAS STRUCK AND KILLED BY A FREIGHT TRAIN.	RAILROAD NON-RELEASE	SUICIDE	OCCURRED	MILEPOST 938			QUEEN CREEK	AZ	MARICOPA		N		2005-09-20	23:28:00	N	N	N	N		Y	1	N	N	N	N	NONE	OTHER		U	LOCAL AUTHORITIES RESPONDED, TRACKS WILL BE CLOSED WHILE INVIESTIGATION CONTINUES		U	NONE			Y
ALL TABLES	773456	INC	"SHIPPER: ""TERRA NITROGEN"""	UNKNOWN		XX		TELEPHONE	2005-09-23	2005-09-23	POTENTIAL RELEASE REPORT - TANK CAR # GATX52004 DERAILED IN THE UPRIGHT POSITION. TANK CAR CONTAINS ANHYDROUS AMMONIA. NO RELEASE OF MATERIAL WAS REPORTED.	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	LORDSBURG SUBDIVISION	MILE MARKER 1032.6			AZ	COCHISE		Y		2005-09-23	02:47:00	N	N	N	N		N		N	N	N	N	NONE	RAIL REPORT (N/A)		Y		CLEAR	U	UNKNOWN IF INVOLVED TRAIN # LKH55 OF THE 22ND WAS PICKING OR DROPPING OFF THE TANK CAR	AZ DPS		Y
ALL TABLES	773600	INC	PHELPS DODGE SIERRITA INC	PRIVATE ENTERPRISE	GREEN VALLEY	AZ	85622	TELEPHONE	2005-09-24	2005-09-24	THE CALLER IS REPORTING A RELEASE OF SULFURIC ACID( PREGNANT LEACH SOLUTION ) TO SOIL AND INTO CONTAINMENT FROM THE BAILEY DAM DUE TO EQUIPMENT FAILURE.	FIXED	EQUIPMENT FAILURE	OCCURRED		6200 WEST DUVAL MINE RD		GREEN VALLEY	AZ	PIMA	85622			2005-09-24	14:00:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	NONE	CLEAR	U	THE CALLER HAD NO ADDITIONAL INFORMATION			Y
ALL TABLES	773642	INC		UNKNOWN		XX		TELEPHONE	2005-09-25	2005-09-25	CALLER REPORTED THAT ONE TRAIN (IMNLB 21)WENT INTO AN EMERGENCY STOP AND WAS REAR ENDED BY ANOTHER TRAIN( ICXLB 21). AN UNKNOWN AMOUNT OF CARS DERAILED FROM THE IMNLB TRAIN. IT IS UNKNOWN IF THERE HAD BEEN ANY SPILLS OF OIL OR HAZMAT. NO INJURIES REPORTED.	RAILROAD	OTHER	OCCURRED	MP: 1047			DRAGOON	AZ	COCHISE		Y		2005-09-25	01:45:00	N	N	N	N		N		U	N	N	N	NONE	OTHER		U	CREWS EN ROUTE TO SCENE	UNKNOWN	U	NONE	CORP COMMISSION/ PUBLIC SAFETY		Y
ALL TABLES	773911	INC	APACHE NITROGEN PRODUCTS	PRIVATE ENTERPRISE	BENSON	AZ		TELEPHONE	2005-09-26	2005-09-26	CALLER STATED THERE WAS A RELEASE OF MATERIALS FROM THE NITRIC ACID PLANT #3 DUE TO A FAILED CHECK VALVE.	FIXED	EQUIPMENT FAILURE	OCCURRED		PO BOX 700		BENSON	AZ	COCHISE				2005-09-26	06:57:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	REPAIRS MADE		U	NONE	NONE	NONE	Y
ALL TABLES	773947	INC		UNKNOWN		XX		TELEPHONE	2005-09-27	2005-09-27	THE CALLER STATED THAT A TRESPASSER WAS STRUCK AND KILLED BY A FREIGHT TRAIN.	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	MP 1			ASHFORK	AZ	YAVAPAI		N		2005-09-26	18:30:00	N	N	N	N		Y	1	N	N	N	N	NONE	NON-RELEASE (N/A)		U	CLEAN UP UNDERWAY,INVESTIGATION UNDERWAY	PARTLY CLOUDY	U		AZ CORP COMMISION		Y
ALL TABLES	774130	INC		UNKNOWN		XX		TELEPHONE	2005-09-27	2005-09-27	A FIRE OCCURRED IN A LANDFILL RESULTING IN A RELEASE OF STRONG CAUSTIC ODORS TO THE ATMOSPHERE.	FIXED	UNKNOWN	DISCOVERED	N/A			NACO	AZ	COCHISE				2005-09-25	11:30:00	N	Y	N	N		N		N	N	N	N	NONE	AIR		N	THE FIRE DEPARTMENT IS IN THE PROCESS OF EXTINGUISHING THE FIRE	UNKNOWN	U	NONE	EMA		Y
ALL TABLES	774536	INC	LESLIE'S POOLMART	PRIVATE ENTERPRISE	PHOENIX	AZ	85040	TELEPHONE	2005-09-30	2005-09-30	THE CALLER STATED THERE MAY HAVE BEEN A RELEASE OF MATERIALS DUE TO HURRICANE RITA. THE MATERIALS WERE IN A POOL SUPPLY STORE IN NEW ORLEANS, LA  THE MATERIALS WERE REMOVED FROM THE STORE BY WATER OR THE MATERIALS COULD HAVE BEEN LOOTED.  THE COMPANY'S ENVIRONMENTAL GROUP HAS BEEN NOTIFIED OF THIS INFORMATION AS WELL.	FIXED	HURRICANE	DISCOVERED	LESLIE'S POOLMART	4324 EAST JUDGE PEREZ DRIVE		MERAUX	LA	ST. BERNARD	70075	Y		2005-09-30	13:00:00	N	N	N	N		N		N	N	N	N	NONE	UNKNOWN		U	NO ACTIONS TAKEN AS THE PRODUCT IS NOT IN THE STORE.	RAINY	U	THE MATERIALS COULD BE A BUCKET OR ONE POUND POUCHES.	NONE	NONE	Y
ALL TABLES	774593	INC	TESSENDERLO	PRIVATE ENTERPRISE	SAHUARITA	AZ	85629	TELEPHONE	2005-09-30	2005-09-30	A HOLE OCCURRED IN A SURGE TANK CONNECTED TO A GENERATOR CAUSING A RELEASE ONTO THE PAVEMENT AND SOIL.	FIXED	EQUIPMENT FAILURE	OCCURRED		2480 WEST TWINBUTTES		SAHUARITA	AZ	PIMA				2005-09-30	16:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	A RESPONSE TEAM IS ON SCENE	CLEAR	U	NONE			Y
ALL TABLES	774667	INC	SAFEWAY INC.	PRIVATE ENTERPRISE	TEMPE	AZ		TELEPHONE	2005-10-01	2005-10-01	A TRANSFORMER MALFUNCTIONED CAUSING A POWER GRID TO SHUT DOWN WHICH CAUSED AN AMMONIA SYSTEM TO SHUT DOWN, AND RESULTED IN A RELEASE.	FIXED	EQUIPMENT FAILURE	OCCURRED		1115 WEST ALAMEDA		TEMPE	AZ	MARICOPA				2005-10-01	20:50:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y	PUTTING THE CONTROLS BACK UP, FIRE DEPT ON SCENE.		U	EMPLOYEES WERE REMOVED FROM THE WAREHOUSE.			Y
ALL TABLES	774809	INC	RENTAL SERVICE CORP	PRIVATE ENTERPRISE	PHOENIX	AZ	85004	TELEPHONE	2005-10-03	2005-10-03	DIESEL FUEL RELEASED FROM A GENERATOR DUE TO A BROKEN HOSE.	FIXED	EQUIPMENT FAILURE	DISCOVERED	ON A CONSTRUCTION SITE	25TH AND VICENTE		SAN FRANCISCO	CA	SAN FRANCISCO				2005-10-02	09:30:00	N	N	N	N		N		N	N	N	N	NONE	SOIL		Y	WILL CALL RESPONDER TO REMOVED CONTAMINATED SOIL	CLEAR	U	CALLER HAD NO ADDITIONAL INFORMATION.	CA OES		Y
ALL TABLES	774951	INC	RENTAL SERVICE CORP	PRIVATE ENTERPRISE	PHOENIX	AZ	85004	TELEPHONE	2005-10-04	2005-10-04	HYDRAULIC FLUID RELEASED FROM A TRACTOR TRAILER TRUCK DUE TO A BROKEN HOSE FROM THE HYDRAULIC HOSE.	MOBILE	EQUIPMENT FAILURE	OCCURRED	GLENN WAY AVE. AND WERK ROAD			CINCINNATI	OH	BUTLER				2005-10-04	13:30:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CLEAN UP UNDERWAY	SUNNY	U	CALLER WILL NOTIFY OH EPA.			Y
ALL TABLES	774955	INC	RENTAL SERVICE CORP	PRIVATE ENTERPRISE	PHOENIX	AZ	85004	TELEPHONE	2005-10-04	2005-10-04	HYDRAULIC OIL RELEASED FROM A BOOM LIFT DUE TO A BROKEN HYDRAULIC LINE.	MOBILE	EQUIPMENT FAILURE	OCCURRED	FERRY TERMINAL			TACOMA	WA	PIERCE				2005-10-04	11:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CLEAN UP UNDERWAY	CLEAR	U	CALLER WILL NOTIFY WA DOE.			Y
ALL TABLES	775572	INC		UNKNOWN		XX		TELEPHONE	2005-10-10	2005-10-10	THE CALLER STATED THAT AN INTERMODAL TRAIN WAS TRAVELING EASTBOUND, THE TRAIN WENT INTO EMERGENCY (TRAIN CAME APART).  SEVEN CARS DERAILED DUE TO A BREAK IN THE RAIL.	RAILROAD NON-RELEASE	DERAILMENT	OCCURRED	EAST CORONADO JUNCTION				AZ	APACHE		Y		2005-10-10	04:45:00	N	N	N	N		N		N	N	N	N	NONE	RAIL REPORT (N/A)		U	N/A	PARTLY CLOUDY	U	THE CALLER HAD NO ADDITIONAL INFORMATION			Y
ALL TABLES	775834	INC		UNKNOWN		XX		TELEPHONE	2005-10-12	2005-10-12	DIESEL FUEL RELEASED FROM THE SADDLE TANK OF A TRACTOR TRAILER TRUCK DUE TO A VEHICLE ACCIDENT.	MOBILE	TRANSPORT ACCIDENT	OCCURRED	INTERSECTION OF INTERSTATE 10 AND BROADWAY ROAD			PHOENIX	AZ	MARICOPA				2005-10-12	09:16:00	N	N	N	N		N		N	N	N	N	NONE	WATER	STORM DRAIN	Y	MICROBLAZE WAS ADDED TO THE STORM DRAIN / ABSORBENTS APPLIED	SUNNY	N	CALLER WILL NOTIFY CITY OF PHOENIX WATER.	AZ DPS		Y
ALL TABLES	775925	INC		UNKNOWN		XX		TELEPHONE	2005-10-13	2005-10-13	REPORT THAT A GASOLINE AND OIL MIX WAS DUMPED ON THE GROUND.	FIXED	DUMPING	DISCOVERED	INTERSECTION PAPALOTE & FEO COURT				AZ	SANTA CRUZ				2005-10-12	11:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y		CLEAR	U	NO ADDITIONAL INFORMATION	PUBLIC WORKS		Y
ALL TABLES	775932	INC	MARINE CORPS AIR STATION	MILITARY	YUMA	AZ		TELEPHONE	2005-10-13	2005-10-13	THE CALLER STATED THAT A AIRCRAFT MECHANIC LEFT SOME VALVES OPENED.  WHEN THE AIRCRAFT WAS TURNED ON SOME MATERIAL WAS VENTED OUT DUE TO SOME MATERIAL TRAVELLING INTO SOME PIPING.	AIRCRAFT	OPERATOR ERROR	OCCURRED	FLIGHT LINE	MARINE CORPS AIR STATION		YUMA	AZ	YUMA				2005-10-12	02:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	MATERIAL WAS CLEANED UP, RECOVERED AND DISPOSED OF	CLEAR	U	THE CALLER HAD NO ADDITIONAL INFORMATION			Y
ALL TABLES	776022	INC	KNIGHT TRANSPORTATION	PRIVATE ENTERPRISE	PHOENIX	AZ		TELEPHONE	2005-10-13	2005-10-13	A TRACTOR TRAILER TRUCK WAS INVOLVED IN A TRAFFIC ACCIDENT CAUSING A RELEASE OF DIESEL FUEL ONTO THE SOIL AND INTO A DRAINAGE DITCH.	MOBILE	TRANSPORT ACCIDENT	OCCURRED	NORTH BOUND I-95 MILE MARKER 262			DAYTONA BEACH	FL	VOLUSIA				2005-10-12	10:30:00	N	N	N	N		N		N	N	N	N	NONE	WATER	DRAINAGE DITCH	Y	CLEAN UP CREW ON-SITE	UNKNOWN	N	NONE	STATE WARNING POINT		Y
ALL TABLES	776201	INC		UNKNOWN		XX		TELEPHONE	2005-10-14	2005-10-14	THE CALLER STATED THAT A THEY RECEIVED A PHONE CALL REGARDING A GASOLINE SPILL DUE TO UNKNOWN CAUSES	FIXED	UNKNOWN	DISCOVERED	FLYING J GAS STATION	14320 FLYING J ROAD		ERINBURG	AZ	LA PAZ				2005-10-14	17:35:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	FD IS ON SCENE	UNKNOWN	U	NONE			Y
ALL TABLES	776494	INC	UNION PACIFIC RAILROAD	PRIVATE ENTERPRISE	OMAHA	NE	68179	TELEPHONE	2005-10-17	2005-10-17	CALLER REPORTING A SWITCH PROBLEM CAUSED 2 CARS TO DERAIL	RAILROAD NON-RELEASE	EQUIPMENT FAILURE	DISCOVERED	MILE 738 ON THE YUMA SUB			YUMA	AZ	YUMA		N		2005-10-17	06:15:00	N	N	N	N		N		U	N	N	N	NONE	RAIL REPORT (N/A)		U	RERAILING COMPLETED	UNKNOWN	U	NONE FURTHER	CORPORATE COMMISSION OF SAFETY, DEPS		Y
ALL TABLES	776503	INC	LIQUID TITAN	PRIVATE ENTERPRISE	PARKER	AZ		TELEPHONE	2005-10-18	2005-10-18	THE CALLER STATED THAT SOME OILY WATER FROM A WATER SEPARATOR IS BEING DUMPED ON THE GROUND.	FIXED	DUMPING	OCCURRED		NOT GIVEN		PARKER	AZ	LA PAZ			9 MILES S	2005-10-17	19:30:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	UNKNOWN	UNKNOWN	U	THE CALLER DISCONNECTED THE CALL BEFORE ADDITIONAL INFORMATION WAS GIVEN.			Y
ALL TABLES	776865	INC	EL PASO NATURAL GAS	PRIVATE ENTERPRISE	EHRENBERG	AZ		TELEPHONE	2005-10-20	2005-10-20	"CALLER STATED THAT MATERIAL RELEASED FROM A 2"" VALVE ON A PIPELINE INTO A DRY DITCH DUE TO OPERATOR ERROR."	PIPELINE	OPERATOR ERROR	OCCURRED	MP 291.07 AND MIDLAND ROAD			BLYTHE	CA	RIVERSIDE				2005-10-19	12:30:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR WAS CALLED	SUNNY	U	OES AND WQCB WILL BE NOTIFIED			Y
ALL TABLES	777189	INC	TOP NOTCH TRANSPORTATION INC.	PRIVATE ENTERPRISE		AZ		TELEPHONE	2005-10-23	2005-10-23	TRACTOR TRAILER RAN OFF THE ROAD DUE TO UNKNOWN CAUSES RESULTING IN A RELEASE OF DIESEL FUEL INTO DRY WASH FROM THE SADDLE TANK.	MOBILE	TRANSPORT ACCIDENT	OCCURRED	HIGHWAY 87, NORTHBOUND, MILE 228.3			PAYSON	AZ	GILA				2005-10-22	23:00:00	N	N	N	U		N		N	N	N	N	NONE	LAND		Y	NONE	UNKNOWN	U	NO ADDITIONAL INFORMATION.	AZDPS		Y
ALL TABLES	777552	INC	SW GAS CORPORATION	PUBLIC UTILITY	LAS VEGAS	NV	819838510	TELEPHONE	2005-10-26	2005-10-26	A BI-PASS VALVE ON A DISTRIBUTION LINE WAS LEFT OPEN CAUSING OVERPRESSURIZATION IN THE PIPELINE RESULTING IN A POTENTIAL RELEASE OF NATURAL GAS.	PIPELINE	EQUIPMENT FAILURE	OCCURRED	INTERSECTION OF INA RD AND ORACLE RD			TUCSON	AZ	PIMA		Y		2005-10-26	10:47:00	N	N	N	N		N		Y	N	N	N	NONE	NON-RELEASE (N/A)		U	REPAIRS MADE	CLEAR	U	NONE			Y
ALL TABLES	778102	INC		UNKNOWN		XX		TELEPHONE	2005-11-01	2005-11-01	CALLER REPORTING A TRESSPASSER FATALITY. CAUSE OF INCIDENT REPORTED AS SUICIDE.	RAILROAD NON-RELEASE	SUICIDE	OCCURRED	MILE 770 / GILA SUB			WELLTON	AZ	YUMA		N		2005-11-01	00:33:00	N	N	N	N		Y	1	N	N	N	N	NONE	RAIL REPORT (N/A)		U	LOCAL AUTHORITIES ON SCENE	UNKNOWN	U	NONE FURTHER	LOCAL POLICE		Y
ALL TABLES	778150	INC		UNKNOWN		XX		TELEPHONE	2005-11-01	2005-11-01	TOXIC MATERIAL WAS DUMPED IN THE BACK OF A MOBILE HOME DUE TO UNKNOWN CAUSES.	FIXED	DUMPING	OCCURRED		108 E. ANNETTE DRIVE		PHOENIX	AZ	MARICOPA				2005-08-01	08:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	NONE	CLEAR	U	NONE			Y
ALL TABLES	778321	INC		UNKNOWN		XX		TELEPHONE	2005-11-02	2005-11-02	CALLER REPORTING A VEHICLE AND TRAIN ACCIDENT AT A CROSSING RESULTING IN ONE FATALITY. THIS OCCURRED DIRECTLY AFTER A PREVIOUS ACCIDENT BETWEEN TWO VEHICLES ON THE TRACKS.  THE TRAIN WAS NOT NOTIFIED OF A REMAINING UNOPERATIVE VEHICLE WITH A PASSENGER STILL ONBOARD WHICH WAS STILL ON THE TRACKS.	RAILROAD NON-RELEASE	OTHER	OCCURRED	MILE 925.63 / PHEONIX SUB			GILBERT	AZ	MARICOPA		N		2005-11-02	19:14:00	N	N	N	N		Y	1	N	N	N	N	NONE	RAIL REPORT (N/A)		U	LOCAL AND UP PERSONNEL RESPONDING	UNKNOWN	U	CLOSURE DIRECTION UNKNOWN	AZ CORPORATION COMMISSION SAFETY, POLICE	NONE	Y
ALL TABLES	778663	INC		UNKNOWN		XX		TELEPHONE	2005-11-06	2005-11-06	THE MATERIAL HAS RELEASED FROM AN ABANDONED CAR IN THE RIVER	MOBILE	DUMPING	DISCOVERED	1 MILE SOUTH OF THE I 10 BRIDGE			EHRENBERG	AZ	LA PAZ				2005-11-06	11:00:00	N	N	N	N		N		N	N	N	N	NONE	WATER		U	NONE	CLEAR	U	THE CALLER HAS NO ADDITIONAL INFORMATION	POLICE, DEPT OF RECLAIMATION	NO	Y
ALL TABLES	778756	INC		UNKNOWN		XX		TELEPHONE	2005-11-07	2005-11-07	CALLER STATED THERE WAS A RELEASE OF MATERIALS FROM A GAS METER DUE TO A TRUCK THAT HIT THE BUILDING DUE TO OPERATOR ERROR FROM THE TRUCK DRIVER. TRUCK INFORMATION UNKNOWN, ALSO UNKNOWN IF TRUCK DRIVER WAS ADMITTED TO THE HOSPITAL.	PIPELINE	OPERATOR ERROR	OCCURRED		3682 EAST BELLEVUE		TUCSON	AZ	PIMA	85714			2005-11-05	02:36:00	N	N	N	Y	1	N		Y	N	N	N	NONE	AIR		Y	THEY MADE REPAIRS TO THE METER SET.	CLEAR	U	NO ADDITIONAL INFORMATION.	AZCC	NONE	Y
ALL TABLES	778988	INC	WERNER PARTS PLUS	PRIVATE ENTERPRISE	PHOENIX	AZ	85040	TELEPHONE	2005-11-09	2005-11-09	OWNER OF COMPANY HAD EMPLOYEE REMOVING PARTS FROM OLD VEHICLES AND RELEASING OIL AND OTHER FLUIDS ONTO THE GROUND THEN COVERING IT UP WITH DIRT.	MOBILE	OPERATOR ERROR	OCCURRED		2532 W. BROADWAY AVE.		PHOENIX	AZ	MARICOPA	85040			2005-11-08	12:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	NONE	SUNNY	U	NONE			Y
ALL TABLES	779505	INC	YUMA COUNTY TRANSFER REFUSE	PRIVATE ENTERPRISE		XX		TELEPHONE	2005-11-14	2005-11-14	THE CALLER STATED THAT SOME APPLIANCES AND REFRIGERATION UNITS ARE HAVING THEIR COILS CUT OUT AND OILS AND FREON IS RELEASING.	FIXED	DUMPING	OCCURRED	GILA RIVER RD.			YUMA	AZ	YUMA				2005-11-13	14:30:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	NONE	UNKNOWN	U	THE CALLER HAD NO ADDITIONAL INFORMATION			Y
ALL TABLES	779561	INC		UNKNOWN		XX		TELEPHONE	2005-11-15	2005-11-15	CALLER REPORTED THAT A FREIGHT TRAIN STRUCK AND KILLED TWO TRESPASSERS	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	MILEPOST 918.8			CASA GRANDE	AZ	PINAL		N		2005-11-14	22:38:00	N	N	N	N		Y	2	N	N	N	N	NONE	RAIL REPORT (N/A)		U	LOCAL AUTHORITIES RESPONDED	CLEAR	U	NONE	AZ CORP COMMISSION, AZ DPS		Y
ALL TABLES	780418	INC	UPS	PRIVATE ENTERPRISE	TUCSON	AZ	85713	TELEPHONE	2005-11-23	2005-11-23	CALLER IS REPORTING THAT CHLOROFORM RELEASED FROM A DAMAGED PACKAGE.	FIXED	EQUIPMENT FAILURE	DISCOVERED		899 SILVERLAKE ROAD		TUCSON	AZ	PIMA	85713			2005-11-23	08:45:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR HAS BEEN HIRED	SUNNY	U	CALLER HAD NO ADDITIONAL INFORMATION.	AZ DEQ		Y
ALL TABLES	780460	INC	NAPA AUTO PARTS	PRIVATE ENTERPRISE	PHOENIX	AZ		TELEPHONE	2005-11-24	2005-11-24	CALLER REPORTING A TRACTOR TRAILER STRUCK AN OBJECT ON THE ROAD CAUSING 1 OF THE SADDLE TANKS TO RUPTURE.	MOBILE	OTHER	OCCURRED	UNKNOWN SPECIFIC LOCATION			PARKER	AZ	LA PAZ				2005-11-24	03:00:00	N	N	N	N		N		N	N	N	N	NONE	OTHER		U	NONE	CLEAR	U	NONE FURTHER	NONE	NONE	Y
ALL TABLES	780468	INC	TRANSWEST COOLING	PRIVATE ENTERPRISE		AZ		TELEPHONE	2005-11-24	2005-11-24	ANHYDROUS AMMONIA RELEASED FROM A REFRIGERATION FLANGE.	FIXED	EQUIPMENT FAILURE	OCCURRED	CHILLER TO BUILDING 4A	3607 EAST COUNTY 10TH STREET		YUMA	AZ	YUMA				2005-11-24	07:30:00	N	N	N	N		N		N	N	N	N	NONE	AIR		Y		CLEAR	U	NO ADDITIONAL INFORMATION	CALLER WILL NOTIFY DEQ & LEPC		Y
ALL TABLES	780471	INC	SWIFT TRANSPORTATION	PRIVATE ENTERPRISE	PHOENIX	AZ		TELEPHONE	2005-11-24	2005-11-24	CALLER STATED A TRUCK JACK-KNIFED DUE TO UNKNOWN CAUSES RESULTING A RELEASE OF MATERIALS FROM THE SADDLE TANKS.   THE STATE POLICE WILL INVESTIGATE TO FIND THE CAUSE OF THE INCIDENT.	MOBILE	UNKNOWN	OCCURRED		INTERSTATE 91 NORTHBOUND	EXIT 46	ENFIELD	CT	HARTFORD				2005-11-24	09:30:00	N	N	N	N		N		N	N	N	Y	NONE	WATER	STORM DRAIN	Y	CONTRACTOR HIRED AND ARE ENROUTE. COLLECTION POOL USED TO CONTAIN THE RELEASE MATERIALS, ABOUT FIFTY GALLONS CONTAINED.	SNOWY	U	NO ADDITIONAL INFORMATION;	STATE POLICE, FIRE, CT DOT	NONE	Y
ALL TABLES	780626	INC		UNKNOWN		XX		TELEPHONE	2005-11-26	2005-11-26	A FREIGHT TRAIN STRUCK A TRESPASSER ON THE MAIN LINE.	RAILROAD NON-RELEASE	UNKNOWN	OCCURRED	UNION PACIFIC RAILROAD			ELOY	AZ	PINAL		N		2005-11-26	14:31:00	N	N	N	N		Y	1	N	N	N	N	NONE	RAIL REPORT (N/A)		U	N/A	UNKNOWN	U	NONE			Y
