original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
4185	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ONEIDA	15.0	6687.0
4186	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ONONDAGA	18.0	6687.0
4187	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ORANGE	255.0	6687.0
4188	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	OSWEGO	4.0	6687.0
4189	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	PUTNAM	4.0	6687.0
4190	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	RENSSELAER	17.0	6687.0
4191	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ROCKLAND	216.0	6687.0
4192	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	SCHENECTADY	20.0	6687.0
4193	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	STEUBEN	1.0	6687.0
4194	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	SUFFOLK	273.0	6687.0
4195	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	SULLIVAN	3.0	6687.0
4196	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	TOMPKINS	2.0	6687.0
4197	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	ULSTER	11.0	6687.0
4198	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	WARREN	1.0	6687.0
4199	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	WASHINGTON	8.0	6687.0
4200	FIDELIS CARE AT HOME	Partial capitation	AUGUST 1, 2013	WESTCHESTER	131.0	6687.0
4202	GUILDNET	Partial capitation	AUGUST 1, 2013	NASSAU	1098.0	13348.0
4203	GUILDNET	Partial capitation	AUGUST 1, 2013	NEW YORK	11082.0	13348.0
4204	GUILDNET	Partial capitation	AUGUST 1, 2013	SUFFOLK	1096.0	13348.0
4205	GUILDNET	Partial capitation	AUGUST 1, 2013	WESTCHESTER	72.0	13348.0
4207	HHH CHOICES	Partial capitation	AUGUST 1, 2013	NEW YORK	2293.0	2334.0
4208	HHH CHOICES	Partial capitation	AUGUST 1, 2013	WESTCHESTER	41.0	2334.0
4210	HIP OF GREATER NEW YORK	Partial capitation	AUGUST 1, 2013	NASSAU	96.0	991.0
4211	HIP OF GREATER NEW YORK	Partial capitation	AUGUST 1, 2013	NEW YORK	835.0	991.0
4212	HIP OF GREATER NEW YORK	Partial capitation	AUGUST 1, 2013	SUFFOLK	45.0	991.0
4213	HIP OF GREATER NEW YORK	Partial capitation	AUGUST 1, 2013	WESTCHESTER	15.0	991.0
4215	INDEPENDENCE CARE SYSTEMS	Partial capitation	AUGUST 1, 2013	NEW YORK	4779.0	4779.0
4217	INTEGRA	Partial capitation	AUGUST 1, 2013	NEW YORK	40.0	40.0
4219	METROPLUS 	Partial capitation	AUGUST 1, 2013	NEW YORK	282.0	282.0
4221	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2013	NASSAU	152.0	9788.0
4222	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2013	NEW YORK	9604.0	9788.0
4223	SENIOR HEALTH PARTNERS INC	Partial capitation	AUGUST 1, 2013	WESTCHESTER	32.0	9788.0
4225	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2013	HERKIMER	54.0	407.0
4226	SENIOR NETWORK HEALTH	Partial capitation	AUGUST 1, 2013	ONEIDA	353.0	407.0
4228	SENIOR WHOLE HEALTH	Partial capitation	AUGUST 1, 2013	NEW YORK	401.0	401.0
4230	TOTAL AGING IN PLACE PROGRAM	Partial capitation	AUGUST 1, 2013	ERIE	124.0	124.0
4232	UNITED HEALTHCARE	Partial capitation	AUGUST 1, 2013	NEW YORK	364.0	364.0
4234	VILLAGE CARE 	Partial capitation	AUGUST 1, 2013	NEW YORK	2098.0	2098.0
4236	VNA HEALTHCARE OPTIONS	Partial capitation	AUGUST 1, 2013	ONONDAGA	114.0	114.0
4238	VNS CHOICE	Partial capitation	AUGUST 1, 2013	COLUMBIA	1.0	18815.0
4239	VNS CHOICE	Partial capitation	AUGUST 1, 2013	DUTCHESS	18.0	18815.0
4240	VNS CHOICE	Partial capitation	AUGUST 1, 2013	GREENE	1.0	18815.0
4241	VNS CHOICE	Partial capitation	AUGUST 1, 2013	NASSAU	339.0	18815.0
4242	VNS CHOICE	Partial capitation	AUGUST 1, 2013	NEW YORK	18031.0	18815.0
4243	VNS CHOICE	Partial capitation	AUGUST 1, 2013	ORANGE	6.0	18815.0
4244	VNS CHOICE	Partial capitation	AUGUST 1, 2013	RENSSELAER	1.0	18815.0
4245	VNS CHOICE	Partial capitation	AUGUST 1, 2013	ROCKLAND	14.0	18815.0
4246	VNS CHOICE	Partial capitation	AUGUST 1, 2013	SUFFOLK	133.0	18815.0
4247	VNS CHOICE	Partial capitation	AUGUST 1, 2013	ULSTER	1.0	18815.0
4248	VNS CHOICE	Partial capitation	AUGUST 1, 2013	WESTCHESTER	270.0	18815.0
4250	WELLCARE	Partial capitation	AUGUST 1, 2013	ALBANY	7.0	4883.0
4251	WELLCARE	Partial capitation	AUGUST 1, 2013	ERIE	66.0	4883.0
4252	WELLCARE	Partial capitation	AUGUST 1, 2013	NASSAU	25.0	4883.0
4253	WELLCARE	Partial capitation	AUGUST 1, 2013	NEW YORK	4705.0	4883.0
4254	WELLCARE	Partial capitation	AUGUST 1, 2013	ORANGE	26.0	4883.0
4255	WELLCARE	Partial capitation	AUGUST 1, 2013	ROCKLAND	20.0	4883.0
4256	WELLCARE	Partial capitation	AUGUST 1, 2013	SUFFOLK	6.0	4883.0
4257	WELLCARE	Partial capitation	AUGUST 1, 2013	ULSTER	25.0	4883.0
4258	WELLCARE	Partial capitation	AUGUST 1, 2013	WESTCHESTER	3.0	4883.0
4273	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2008	NEW YORK	2128.0	2293.0
4274	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2008	WESTCHESTER	165.0	2293.0
4276	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2008	ALBANY	1.0	99.0
4277	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2008	RENSSELAER	0.0	99.0
4278	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2008	SCHENECTADY	97.0	99.0
4279	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2008	SCHOHARIE	1.0	99.0
4281	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2008	MONROE	250.0	250.0
4283	PACE CNY	PACE plan	SEPTEMBER 1, 2008	ONONDAGA	309.0	309.0
4288	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	366.0	366.0
4290	CCM SELECT	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	957.0	973.0
4291	CCM SELECT	Partial capitation	SEPTEMBER 1, 2008	WESTCHESTER	16.0	973.0
4293	ELANT	Partial capitation	SEPTEMBER 1, 2008	ORANGE	97.0	133.0
4294	ELANT	Partial capitation	SEPTEMBER 1, 2008	ROCKLAND	36.0	133.0
4296	GUILDNET	Partial capitation	SEPTEMBER 1, 2008	NASSAU	521.0	6641.0
4297	GUILDNET	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	5929.0	6641.0
4298	GUILDNET	Partial capitation	SEPTEMBER 1, 2008	SUFFOLK	191.0	6641.0
4300	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	669.0	669.0
4302	HOMEFIRST	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	2816.0	2816.0
4304	INDEPENDENCE CARE SYSTEMS	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	1333.0	1333.0
4306	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2008	ORANGE	148.0	226.0
4307	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2008	ROCKLAND	78.0	226.0
4309	SENIOR HEALTH PARTNERS INC	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	1205.0	1205.0
4311	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2008	HERKIMER	31.0	360.0
4312	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2008	ONEIDA	329.0	360.0
4314	TOTAL AGING IN PLACE PROGRAM	Partial capitation	SEPTEMBER 1, 2008	ERIE	139.0	139.0
4316	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	6558.0	6558.0
4318	WELLCARE	Partial capitation	SEPTEMBER 1, 2008	NEW YORK	104.0	104.0
4332	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2009	NASSAU	7.0	2390.0
4333	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2009	NEW YORK	2153.0	2390.0
4334	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2009	SUFFOLK	58.0	2390.0
4335	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2009	WESTCHESTER	172.0	2390.0
4337	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2009	SCHENECTADY	107.0	107.0
4339	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2009	MONROE	257.0	257.0
4341	PACE CNY	PACE plan	SEPTEMBER 1, 2009	CHAUTAUQUA	1.0	326.0
4342	PACE CNY	PACE plan	SEPTEMBER 1, 2009	ONONDAGA	325.0	326.0
4344	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2009	CATTARAUGUS	22.0	22.0
4349	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	580.0	580.0
4351	CCM SELECT	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	1302.0	1321.0
4352	CCM SELECT	Partial capitation	SEPTEMBER 1, 2009	WESTCHESTER	19.0	1321.0
4354	ELANT	Partial capitation	SEPTEMBER 1, 2009	ORANGE	107.0	140.0
4355	ELANT	Partial capitation	SEPTEMBER 1, 2009	ROCKLAND	33.0	140.0
4357	GUILDNET	Partial capitation	SEPTEMBER 1, 2009	NASSAU	468.0	6307.0
4358	GUILDNET	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	5573.0	6307.0
4359	GUILDNET	Partial capitation	SEPTEMBER 1, 2009	SUFFOLK	266.0	6307.0
4361	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	760.0	760.0
4363	HOMEFIRST	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	3260.0	3260.0
4365	INDEPENDENCE CARE SYSTEMS	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	1385.0	1385.0
4367	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2009	ORANGE	169.0	292.0
4368	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2009	ROCKLAND	123.0	292.0
4370	SENIOR HEALTH PARTNERS INC	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	1692.0	1692.0
4372	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2009	HERKIMER	44.0	386.0
4373	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2009	ONEIDA	342.0	386.0
4375	TOTAL AGING IN PLACE PROGRAM	Partial capitation	SEPTEMBER 1, 2009	ERIE	141.0	141.0
4377	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	7295.0	7295.0
4379	WELLCARE	Partial capitation	SEPTEMBER 1, 2009	NEW YORK	432.0	432.0
4395	ARCHCARE SENIOR LIFE	PACE plan	SEPTEMBER 1, 2010	NEW YORK	86.0	86.0
4397	CHS BUFFALO LIFE	PACE plan	SEPTEMBER 1, 2010	ERIE	34.0	34.0
4399	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2010	NASSAU	10.0	2523.0
4400	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2010	NEW YORK	2279.0	2523.0
4401	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2010	SUFFOLK	61.0	2523.0
4402	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2010	WESTCHESTER	173.0	2523.0
4404	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2010	ALBANY	3.0	110.0
4405	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2010	SCHENECTADY	107.0	110.0
4407	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2010	MONROE	263.0	263.0
4409	PACE CNY	PACE plan	SEPTEMBER 1, 2010	CHAUTAUQUA	1.0	381.0
4410	PACE CNY	PACE plan	SEPTEMBER 1, 2010	ONONDAGA	379.0	381.0
4411	PACE CNY	PACE plan	SEPTEMBER 1, 2010	OSWEGO	1.0	381.0
4413	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2010	CATTARAUGUS	46.0	46.0
4418	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	845.0	845.0
4420	CCM SELECT	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	1710.0	1738.0
4421	CCM SELECT	Partial capitation	SEPTEMBER 1, 2010	WESTCHESTER	28.0	1738.0
4423	ELANT	Partial capitation	SEPTEMBER 1, 2010	ORANGE	109.0	144.0
4424	ELANT	Partial capitation	SEPTEMBER 1, 2010	ROCKLAND	35.0	144.0
4426	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2010	NASSAU	1.0	27.0
4427	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	26.0	27.0
4429	GUILDNET	Partial capitation	SEPTEMBER 1, 2010	NASSAU	478.0	6280.0
4430	GUILDNET	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	5449.0	6280.0
4431	GUILDNET	Partial capitation	SEPTEMBER 1, 2010	SUFFOLK	353.0	6280.0
4433	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	879.0	879.0
4435	HOMEFIRST	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	3737.0	3737.0
4437	INDEPENDENCE CARE SYSTEMS	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	1575.0	1575.0
4439	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2010	ORANGE	198.0	363.0
4440	PARTNERS IN COMMUNITY CARE	Partial capitation	SEPTEMBER 1, 2010	ROCKLAND	165.0	363.0
4442	SENIOR HEALTH PARTNERS INC	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	2341.0	2341.0
4444	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2010	HERKIMER	51.0	399.0
4445	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2010	ONEIDA	348.0	399.0
4447	TOTAL AGING IN PLACE PROGRAM	Partial capitation	SEPTEMBER 1, 2010	ERIE	141.0	141.0
4449	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	8411.0	8411.0
4451	WELLCARE	Partial capitation	SEPTEMBER 1, 2010	NEW YORK	1021.0	1021.0
4466	ARCHCARE SENIOR LIFE	PACE plan	SEPTEMBER 1, 2011	NEW YORK	177.0	177.0
4468	CHS BUFFALO LIFE	PACE plan	SEPTEMBER 1, 2011	ERIE	57.0	57.0
4470	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2011	NASSAU	15.0	2684.0
4471	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2011	NEW YORK	2449.0	2684.0
4472	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2011	SUFFOLK	62.0	2684.0
4473	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2011	WESTCHESTER	158.0	2684.0
4475	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2011	ALBANY	4.0	116.0
4476	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2011	SCHENECTADY	112.0	116.0
4478	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2011	MONROE	285.0	285.0
4480	PACE CNY	PACE plan	SEPTEMBER 1, 2011	CHAUTAUQUA	0.0	397.0
4481	PACE CNY	PACE plan	SEPTEMBER 1, 2011	ONONDAGA	396.0	397.0
4482	PACE CNY	PACE plan	SEPTEMBER 1, 2011	OSWEGO	1.0	397.0
4484	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2011	ALLEGANY	6.0	73.0
4485	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2011	CATTARAUGUS	67.0	73.0
4490	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	1275.0	1275.0
4492	CCM SELECT	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	2741.0	2778.0
4493	CCM SELECT	Partial capitation	SEPTEMBER 1, 2011	WESTCHESTER	37.0	2778.0
4495	ELANT	Partial capitation	SEPTEMBER 1, 2011	ORANGE	122.0	173.0
4496	ELANT	Partial capitation	SEPTEMBER 1, 2011	ROCKLAND	51.0	173.0
4498	ELDERPLAN	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	4314.0	4314.0
4500	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2011	NASSAU	22.0	1307.0
4501	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	1245.0	1307.0
4502	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2011	SUFFOLK	13.0	1307.0
4503	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2011	WESTCHESTER	27.0	1307.0
4505	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2011	ORANGE	219.0	410.0
4506	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2011	ROCKLAND	191.0	410.0
4508	GUILDNET	Partial capitation	SEPTEMBER 1, 2011	NASSAU	463.0	6583.0
4509	GUILDNET	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	5709.0	6583.0
4510	GUILDNET	Partial capitation	SEPTEMBER 1, 2011	SUFFOLK	411.0	6583.0
4512	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	1117.0	1117.0
4514	INDEPENDENCE CARE SYSTEMS	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	1789.0	1789.0
4516	SENIOR HEALTH PARTNERS INC	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	3017.0	3017.0
4518	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2011	HERKIMER	49.0	385.0
4519	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2011	ONEIDA	336.0	385.0
4521	TOTAL AGING IN PLACE PROGRAM	Partial capitation	SEPTEMBER 1, 2011	ERIE	132.0	132.0
4523	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	9414.0	9414.0
4525	WELLCARE	Partial capitation	SEPTEMBER 1, 2011	NEW YORK	1629.0	1629.0
4542	ARCHCARE SENIOR LIFE	PACE plan	SEPTEMBER 1, 2012	NEW YORK	223.0	223.0
4544	CHS BUFFALO LIFE	PACE plan	SEPTEMBER 1, 2012	ERIE	106.0	106.0
4546	COMPLETE SENIOR CARE	PACE plan	SEPTEMBER 1, 2012	NIAGARA	52.0	52.0
4548	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2012	NASSAU	22.0	3166.0
4549	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2012	NEW YORK	2908.0	3166.0
4550	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2012	SUFFOLK	73.0	3166.0
4551	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2012	WESTCHESTER	163.0	3166.0
4553	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2012	ALBANY	4.0	127.0
4554	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2012	SCHENECTADY	123.0	127.0
4556	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2012	MONROE	338.0	338.0
4558	PACE CNY	PACE plan	SEPTEMBER 1, 2012	ONONDAGA	405.0	406.0
4559	PACE CNY	PACE plan	SEPTEMBER 1, 2012	OSWEGO	1.0	406.0
4561	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2012	ALLEGANY	6.0	84.0
4562	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2012	CATTARAUGUS	78.0	84.0
4567	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	1581.0	1581.0
4569	CCM SELECT	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	4998.0	5067.0
4570	CCM SELECT	Partial capitation	SEPTEMBER 1, 2012	ROCKLAND	28.0	5067.0
4571	CCM SELECT	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	41.0	5067.0
4573	ELANT	Partial capitation	SEPTEMBER 1, 2012	DUTCHESS	14.0	231.0
4574	ELANT	Partial capitation	SEPTEMBER 1, 2012	ORANGE	123.0	231.0
4575	ELANT	Partial capitation	SEPTEMBER 1, 2012	ROCKLAND	94.0	231.0
4577	ELDERPLAN	Partial capitation	SEPTEMBER 1, 2012	NASSAU	1.0	6093.0
4578	ELDERPLAN	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	6090.0	6093.0
4579	ELDERPLAN	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	2.0	6093.0
4581	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2012	NASSAU	32.0	6122.0
4582	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	6008.0	6122.0
4583	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2012	SUFFOLK	15.0	6122.0
4584	ELDERSERVE	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	67.0	6122.0
4586	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	MONTGOMERY	2.0	743.0
4587	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	269.0	743.0
4588	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	ONONDAGA	1.0	743.0
4589	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	ORANGE	239.0	743.0
4590	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	RENSSELAER	5.0	743.0
4591	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	ROCKLAND	220.0	743.0
4592	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	SCHENECTADY	4.0	743.0
4593	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	SULLIVAN	1.0	743.0
4594	FIDELIS CARE AT HOME	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	2.0	743.0
4596	GUILDNET	Partial capitation	SEPTEMBER 1, 2012	NASSAU	559.0	8818.0
4597	GUILDNET	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	7713.0	8818.0
4598	GUILDNET	Partial capitation	SEPTEMBER 1, 2012	SUFFOLK	534.0	8818.0
4599	GUILDNET	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	12.0	8818.0
4601	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	1455.0	1459.0
4602	HHH CHOICES	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	4.0	1459.0
4604	HIP OF GREATER NEW YORK	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	137.0	137.0
4606	INDEPENDENCE CARE SYSTEMS	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	2673.0	2673.0
4608	SENIOR HEALTH PARTNERS INC	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	4477.0	4477.0
4610	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2012	HERKIMER	54.0	389.0
4611	SENIOR NETWORK HEALTH	Partial capitation	SEPTEMBER 1, 2012	ONEIDA	335.0	389.0
4613	TOTAL AGING IN PLACE PROGRAM	Partial capitation	SEPTEMBER 1, 2012	ERIE	125.0	125.0
4615	VILLAGE CARE 	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	287.0	287.0
4617	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2012	NASSAU	107.0	12704.0
4618	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	12498.0	12704.0
4619	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2012	SUFFOLK	10.0	12704.0
4620	VNS CHOICE	Partial capitation	SEPTEMBER 1, 2012	WESTCHESTER	89.0	12704.0
4622	WELLCARE	Partial capitation	SEPTEMBER 1, 2012	ERIE	1.0	2967.0
4623	WELLCARE	Partial capitation	SEPTEMBER 1, 2012	NEW YORK	2966.0	2967.0
4640	ARCHCARE SENIOR LIFE	PACE plan	SEPTEMBER 1, 2013	NEW YORK	292.0	292.0
4642	CHS BUFFALO LIFE	PACE plan	SEPTEMBER 1, 2013	ERIE	138.0	138.0
4644	COMPLETE SENIOR CARE	PACE plan	SEPTEMBER 1, 2013	NIAGARA	79.0	79.0
4646	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2013	NASSAU	48.0	3451.0
4647	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2013	NEW YORK	3123.0	3451.0
4648	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2013	SUFFOLK	83.0	3451.0
4649	COMPREHENSIVE CARE MGMT 	PACE plan	SEPTEMBER 1, 2013	WESTCHESTER	197.0	3451.0
4651	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2013	ALBANY	3.0	144.0
4652	EDDY SENIOR CARE	PACE plan	SEPTEMBER 1, 2013	SCHENECTADY	141.0	144.0
4654	INDEPENDENT LIVING FOR SENIORS	PACE plan	SEPTEMBER 1, 2013	MONROE	433.0	433.0
4656	PACE CNY	PACE plan	SEPTEMBER 1, 2013	ONONDAGA	429.0	429.0
4658	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2013	ALLEGANY	12.0	89.0
4659	TOTAL SENIOR CARE	PACE plan	SEPTEMBER 1, 2013	CATTARAUGUS	77.0	89.0
4664	AETNA BETTER HEALTH	Partial capitation	SEPTEMBER 1, 2013	NASSAU	151.0	1617.0
4665	AETNA BETTER HEALTH	Partial capitation	SEPTEMBER 1, 2013	NEW YORK	1276.0	1617.0
4666	AETNA BETTER HEALTH	Partial capitation	SEPTEMBER 1, 2013	SUFFOLK	190.0	1617.0
4668	AGEWELL NEW YORK	Partial capitation	SEPTEMBER 1, 2013	NASSAU	225.0	1618.0
4669	AGEWELL NEW YORK	Partial capitation	SEPTEMBER 1, 2013	NEW YORK	1297.0	1618.0
4670	AGEWELL NEW YORK	Partial capitation	SEPTEMBER 1, 2013	SUFFOLK	66.0	1618.0
4671	AGEWELL NEW YORK	Partial capitation	SEPTEMBER 1, 2013	WESTCHESTER	30.0	1618.0
4673	ALPHACARE	Partial capitation	SEPTEMBER 1, 2013	NEW YORK	197.0	197.0
4675	AMERIGROUP	Partial capitation	SEPTEMBER 1, 2013	NEW YORK	2880.0	2880.0
4677	ARCHCARE COMMUNITY LIFE	Partial capitation	SEPTEMBER 1, 2013	NEW YORK	929.0	1270.0
4678	ARCHCARE COMMUNITY LIFE	Partial capitation	SEPTEMBER 1, 2013	PUTNAM	33.0	1270.0
